1684789216,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1684789217,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1684789217,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1684789217,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1684789218,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1684789218,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1684789218,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1684789218,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1684789219,545,18,"38.539105, -121.736624","38.542667, -121.73232"
1684789219,1348,43,"38.542667, -121.73232","38.54744, -121.718258"
1684789219,1290,43,"38.54744, -121.718258","38.550683, -121.70403"
1684789219,478,16,"38.550683, -121.70403","38.551818, -121.698729"
1684789220,413,13,"38.551818, -121.698729","38.552541, -121.694078"
1684789220,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1684789220,1054,39,"38.553512, -121.690851","38.556275, -121.679269"
1684789220,1053,38,"38.556275, -121.679269","38.5587, -121.667568"
1684789221,1040,37,"38.5587, -121.667568","38.56034, -121.655798"
1684789221,859,30,"38.56034, -121.655798","38.561985, -121.646148"
1684789221,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1684789221,1504,54,"38.562871, -121.641182","38.565902, -121.624324"
1684789222,1630,56,"38.565902, -121.624324","38.56916, -121.60605"
1684789222,1829,58,"38.514404, -121.775788","38.528722, -121.768588"
1684789222,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1684789222,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1684789223,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1684789223,401,34,"38.539105, -121.736624","38.540242, -121.733348"
1684789223,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1684789223,335,26,"38.551818, -121.698729","38.550892, -121.695929"
1684789224,338,27,"38.551475, -121.694631","38.552541, -121.694078"
1684789224,400,21,"38.551346, -121.694255","38.553512, -121.690851"
1684789224,306,20,"38.561985, -121.646148","38.561633, -121.643027"
1684789224,226,23,"38.561638, -121.642969","38.562871, -121.641182"
1684789816,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1684789817,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1684789817,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1684789817,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1684789817,404,13,"38.529956, -121.751388","38.531332, -121.747098"
1684789818,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1684789818,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1684789818,561,18,"38.535402, -121.741005","38.539105, -121.736624"
