1680281428,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1680281428,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1680281428,988,29,"38.522413, -121.767228","38.528088, -121.758611"
1680281429,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1680281429,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1680281429,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1680281429,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1680281430,561,17,"38.535402, -121.741005","38.539105, -121.736624"
1680281430,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1680281430,1348,41,"38.542667, -121.73232","38.54744, -121.718258"
1680281430,1290,41,"38.54744, -121.718258","38.550683, -121.70403"
1680281431,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1680281431,413,12,"38.551818, -121.698729","38.552541, -121.694078"
1680281431,301,9,"38.552541, -121.694078","38.553512, -121.690851"
1680281431,1054,32,"38.553512, -121.690851","38.556275, -121.679269"
1680281432,1053,32,"38.556275, -121.679269","38.5587, -121.667568"
1680281432,1040,33,"38.5587, -121.667568","38.56034, -121.655798"
1680281432,859,28,"38.56034, -121.655798","38.561985, -121.646148"
1680281432,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1680281433,1504,50,"38.562871, -121.641182","38.565902, -121.624324"
1680281433,1630,52,"38.565902, -121.624324","38.56916, -121.60605"
1680281433,1829,60,"38.514404, -121.775788","38.528722, -121.768588"
1680281433,719,32,"38.522413, -121.767228","38.526354, -121.760764"
1680281434,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1680281434,399,19,"38.528611, -121.755568","38.529956, -121.751388"
1680281434,401,30,"38.539105, -121.736624","38.540242, -121.733348"
1680281434,311,23,"38.540071, -121.733228","38.542667, -121.73232"
1680281435,335,23,"38.551818, -121.698729","38.550892, -121.695929"
1680281435,338,23,"38.551475, -121.694631","38.552541, -121.694078"
1680281435,400,24,"38.551346, -121.694255","38.553512, -121.690851"
1680281436,306,16,"38.561985, -121.646148","38.561633, -121.643027"
1680281436,226,16,"38.561638, -121.642969","38.562871, -121.641182"
1680296416,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1680296417,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1680296417,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1680296417,663,23,"38.528088, -121.758611","38.529956, -121.751388"
1680296418,404,17,"38.529956, -121.751388","38.531332, -121.747098"
1680296418,268,23,"38.531332, -121.747098","38.532683, -121.744549"
1680296419,432,35,"38.532683, -121.744549","38.535402, -121.741005"
1680296419,561,35,"38.535402, -121.741005","38.539105, -121.736624"
1680296419,545,20,"38.539105, -121.736624","38.542667, -121.73232"
1680296420,1348,78,"38.542667, -121.73232","38.54744, -121.718258"
1680296420,1290,68,"38.54744, -121.718258","38.550683, -121.70403"
1680296420,478,26,"38.550683, -121.70403","38.551818, -121.698729"
1680296420,413,26,"38.551818, -121.698729","38.552541, -121.694078"
1680296421,301,22,"38.552541, -121.694078","38.553512, -121.690851"
1680296421,1054,58,"38.553512, -121.690851","38.556275, -121.679269"
1680296421,1053,45,"38.556275, -121.679269","38.5587, -121.667568"
1680296422,1040,40,"38.5587, -121.667568","38.56034, -121.655798"
1680296422,859,33,"38.56034, -121.655798","38.561985, -121.646148"
1680296422,443,17,"38.561985, -121.646148","38.562871, -121.641182"
