1687294816,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1687294817,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1687294817,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1687294817,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1687294818,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1687294818,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1687294818,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1687294818,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1687294819,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1687294819,1348,44,"38.542667, -121.73232","38.54744, -121.718258"
1687294819,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1687294820,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1687294820,413,13,"38.551818, -121.698729","38.552541, -121.694078"
1687294820,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1687294820,1054,36,"38.553512, -121.690851","38.556275, -121.679269"
1687294821,1053,36,"38.556275, -121.679269","38.5587, -121.667568"
1687294821,1040,36,"38.5587, -121.667568","38.56034, -121.655798"
1687294821,859,30,"38.56034, -121.655798","38.561985, -121.646148"
1687294821,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1687294822,1504,52,"38.562871, -121.641182","38.565902, -121.624324"
1687294822,1630,55,"38.565902, -121.624324","38.56916, -121.60605"
1687294822,1829,58,"38.514404, -121.775788","38.528722, -121.768588"
1687294823,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1687294823,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1687294823,399,19,"38.528611, -121.755568","38.529956, -121.751388"
1687294824,401,30,"38.539105, -121.736624","38.540242, -121.733348"
1687294824,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1687294824,335,21,"38.551818, -121.698729","38.550892, -121.695929"
1687294824,338,29,"38.551475, -121.694631","38.552541, -121.694078"
1687294825,400,22,"38.551346, -121.694255","38.553512, -121.690851"
1687294825,306,19,"38.561985, -121.646148","38.561633, -121.643027"
1687294825,226,17,"38.561638, -121.642969","38.562871, -121.641182"
1687295416,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1687295417,1161,37,"38.514404, -121.775788","38.522413, -121.767228"
1687295417,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1687295417,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1687295418,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1687295418,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1687295418,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1687295418,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1687295418,545,18,"38.539105, -121.736624","38.542667, -121.73232"
1687295419,1348,44,"38.542667, -121.73232","38.54744, -121.718258"
1687295419,1290,45,"38.54744, -121.718258","38.550683, -121.70403"
1687295419,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1687295419,413,15,"38.551818, -121.698729","38.552541, -121.694078"
1687295420,301,11,"38.552541, -121.694078","38.553512, -121.690851"
1687295420,1054,39,"38.553512, -121.690851","38.556275, -121.679269"
1687295420,1053,36,"38.556275, -121.679269","38.5587, -121.667568"
1687295420,1040,35,"38.5587, -121.667568","38.56034, -121.655798"
1687295421,859,31,"38.56034, -121.655798","38.561985, -121.646148"
1687295421,443,16,"38.561985, -121.646148","38.562871, -121.641182"
1687295421,1504,53,"38.562871, -121.641182","38.565902, -121.624324"
1687295421,1630,53,"38.565902, -121.624324","38.56916, -121.60605"
1687295422,1829,58,"38.514404, -121.775788","38.528722, -121.768588"
1687295422,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1687295422,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1687295422,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1687295422,401,31,"38.539105, -121.736624","38.540242, -121.733348"
1687295423,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1687295423,335,24,"38.551818, -121.698729","38.550892, -121.695929"
