1684184417,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1684184417,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1684184417,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1684184417,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1684184418,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1684184418,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1684184418,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1684184418,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1684184419,545,18,"38.539105, -121.736624","38.542667, -121.73232"
1684184419,1348,43,"38.542667, -121.73232","38.54744, -121.718258"
1684184419,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1684184419,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1684184420,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1684184420,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1684184420,1054,34,"38.553512, -121.690851","38.556275, -121.679269"
1684184420,1053,34,"38.556275, -121.679269","38.5587, -121.667568"
1684184421,1040,34,"38.5587, -121.667568","38.56034, -121.655798"
1684184421,859,29,"38.56034, -121.655798","38.561985, -121.646148"
1684184421,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1684184421,1504,53,"38.562871, -121.641182","38.565902, -121.624324"
1684184422,1630,55,"38.565902, -121.624324","38.56916, -121.60605"
1684184422,1829,59,"38.514404, -121.775788","38.528722, -121.768588"
1684184422,719,28,"38.522413, -121.767228","38.526354, -121.760764"
1684184422,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1684184423,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1684184423,401,30,"38.539105, -121.736624","38.540242, -121.733348"
1684184423,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1684184423,335,23,"38.551818, -121.698729","38.550892, -121.695929"
1684184424,338,27,"38.551475, -121.694631","38.552541, -121.694078"
1684184424,400,22,"38.551346, -121.694255","38.553512, -121.690851"
1684184424,306,23,"38.561985, -121.646148","38.561633, -121.643027"
1684184424,226,16,"38.561638, -121.642969","38.562871, -121.641182"
1684185017,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1684185017,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1684185017,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1684185017,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1684185017,404,13,"38.529956, -121.751388","38.531332, -121.747098"
1684185018,268,9,"38.531332, -121.747098","38.532683, -121.744549"
1684185018,432,14,"38.532683, -121.744549","38.535402, -121.741005"
1684185018,561,19,"38.535402, -121.741005","38.539105, -121.736624"
1684185018,545,18,"38.539105, -121.736624","38.542667, -121.73232"
1684185019,1348,45,"38.542667, -121.73232","38.54744, -121.718258"
1684185019,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1684185019,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1684185019,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1684185020,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1684185020,1054,34,"38.553512, -121.690851","38.556275, -121.679269"
1684185020,1053,34,"38.556275, -121.679269","38.5587, -121.667568"
