1682456416,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1682456417,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1682456417,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1682456418,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1682456418,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1682456418,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1682456418,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1682456419,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1682456419,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1682456419,1348,42,"38.542667, -121.73232","38.54744, -121.718258"
1682456419,1290,40,"38.54744, -121.718258","38.550683, -121.70403"
1682456420,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1682456420,413,13,"38.551818, -121.698729","38.552541, -121.694078"
1682456420,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1682456420,1054,34,"38.553512, -121.690851","38.556275, -121.679269"
1682456421,1053,34,"38.556275, -121.679269","38.5587, -121.667568"
1682456421,1040,34,"38.5587, -121.667568","38.56034, -121.655798"
1682456421,859,29,"38.56034, -121.655798","38.561985, -121.646148"
1682456421,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1682456421,1504,52,"38.562871, -121.641182","38.565902, -121.624324"
1682456422,1630,55,"38.565902, -121.624324","38.56916, -121.60605"
1682456422,1829,61,"38.514404, -121.775788","38.528722, -121.768588"
1682456422,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1682456422,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1682456423,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1682456423,401,29,"38.539105, -121.736624","38.540242, -121.733348"
1682456423,311,27,"38.540071, -121.733228","38.542667, -121.73232"
1682456424,335,24,"38.551818, -121.698729","38.550892, -121.695929"
1682456424,338,26,"38.551475, -121.694631","38.552541, -121.694078"
1682456424,400,22,"38.551346, -121.694255","38.553512, -121.690851"
1682456424,306,36,"38.561985, -121.646148","38.561633, -121.643027"
1682456425,226,17,"38.561638, -121.642969","38.562871, -121.641182"
1682457016,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1682457017,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1682457017,988,29,"38.522413, -121.767228","38.528088, -121.758611"
1682457017,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1682457018,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1682457018,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1682457018,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1682457018,561,17,"38.535402, -121.741005","38.539105, -121.736624"
1682457018,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1682457019,1348,43,"38.542667, -121.73232","38.54744, -121.718258"
1682457019,1290,41,"38.54744, -121.718258","38.550683, -121.70403"
1682457019,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1682457019,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1682457020,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1682457020,1054,37,"38.553512, -121.690851","38.556275, -121.679269"
1682457020,1053,38,"38.556275, -121.679269","38.5587, -121.667568"
1682457020,1040,38,"38.5587, -121.667568","38.56034, -121.655798"
1682457021,859,31,"38.56034, -121.655798","38.561985, -121.646148"
1682457021,443,16,"38.561985, -121.646148","38.562871, -121.641182"
1682457021,1504,53,"38.562871, -121.641182","38.565902, -121.624324"
1682457021,1630,55,"38.565902, -121.624324","38.56916, -121.60605"
1682457021,1829,60,"38.514404, -121.775788","38.528722, -121.768588"
1682457022,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1682457022,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1682457022,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1682457022,401,41,"38.539105, -121.736624","38.540242, -121.733348"
1682457023,311,26,"38.540071, -121.733228","38.542667, -121.73232"
1682457023,335,23,"38.551818, -121.698729","38.550892, -121.695929"
1682457023,338,31,"38.551475, -121.694631","38.552541, -121.694078"
1682457023,400,23,"38.551346, -121.694255","38.553512, -121.690851"
1682457023,306,20,"38.561985, -121.646148","38.561633, -121.643027"
1682457024,226,16,"38.561638, -121.642969","38.562871, -121.641182"
1682457616,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1682457617,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1682457617,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1682457617,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1682457618,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1682457618,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1682457618,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1682457618,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1682457619,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1682457619,1348,44,"38.542667, -121.73232","38.54744, -121.718258"
1682457619,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1682457620,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1682457620,413,13,"38.551818, -121.698729","38.552541, -121.694078"
1682457620,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1682457620,1054,35,"38.553512, -121.690851","38.556275, -121.679269"
1682457620,1053,35,"38.556275, -121.679269","38.5587, -121.667568"
1682457621,1040,35,"38.5587, -121.667568","38.56034, -121.655798"
1682457621,859,29,"38.56034, -121.655798","38.561985, -121.646148"
1682457621,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1682457622,1504,52,"38.562871, -121.641182","38.565902, -121.624324"
1682457622,1630,54,"38.565902, -121.624324","38.56916, -121.60605"
1682457622,1829,60,"38.514404, -121.775788","38.528722, -121.768588"
1682457622,719,31,"38.522413, -121.767228","38.526354, -121.760764"
1682457623,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1682457623,399,19,"38.528611, -121.755568","38.529956, -121.751388"
1682457623,401,33,"38.539105, -121.736624","38.540242, -121.733348"
1682457623,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1682457624,335,23,"38.551818, -121.698729","38.550892, -121.695929"
1682457624,338,28,"38.551475, -121.694631","38.552541, -121.694078"
1682457624,400,24,"38.551346, -121.694255","38.553512, -121.690851"
1682457624,306,19,"38.561985, -121.646148","38.561633, -121.643027"
1682457625,226,16,"38.561638, -121.642969","38.562871, -121.641182"
1682458216,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1682458217,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1682458217,988,29,"38.522413, -121.767228","38.528088, -121.758611"
1682458217,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1682458218,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1682458218,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1682458218,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1682458218,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1682458219,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1682458219,1348,43,"38.542667, -121.73232","38.54744, -121.718258"
1682458219,1290,41,"38.54744, -121.718258","38.550683, -121.70403"
1682458219,478,16,"38.550683, -121.70403","38.551818, -121.698729"
1682458220,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1682458220,301,12,"38.552541, -121.694078","38.553512, -121.690851"
1682458220,1054,34,"38.553512, -121.690851","38.556275, -121.679269"
1682458220,1053,34,"38.556275, -121.679269","38.5587, -121.667568"
1682458221,1040,34,"38.5587, -121.667568","38.56034, -121.655798"
1682458221,859,29,"38.56034, -121.655798","38.561985, -121.646148"
1682458221,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1682458221,1504,52,"38.562871, -121.641182","38.565902, -121.624324"
1682458222,1630,54,"38.565902, -121.624324","38.56916, -121.60605"
1682458222,1829,60,"38.514404, -121.775788","38.528722, -121.768588"
1682458222,719,31,"38.522413, -121.767228","38.526354, -121.760764"
1682458222,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1682458222,399,20,"38.528611, -121.755568","38.529956, -121.751388"
1682458223,401,30,"38.539105, -121.736624","38.540242, -121.733348"
1682458223,311,25,"38.540071, -121.733228","38.542667, -121.73232"
1682458223,335,24,"38.551818, -121.698729","38.550892, -121.695929"
1682458223,338,31,"38.551475, -121.694631","38.552541, -121.694078"
1682458223,400,28,"38.551346, -121.694255","38.553512, -121.690851"
1682458224,306,18,"38.561985, -121.646148","38.561633, -121.643027"
1682458224,226,17,"38.561638, -121.642969","38.562871, -121.641182"
1682458817,691,22,"38.509635, -121.780871","38.514404, -121.775788"
1682458817,1161,37,"38.514404, -121.775788","38.522413, -121.767228"
1682458817,988,31,"38.522413, -121.767228","38.528088, -121.758611"
