1681765216,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1681765217,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1681765217,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1681765217,663,20,"38.528088, -121.758611","38.529956, -121.751388"
1681765218,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1681765218,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1681765218,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1681765218,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1681765219,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1681765219,1348,45,"38.542667, -121.73232","38.54744, -121.718258"
1681765219,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1681765219,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1681765220,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1681765220,301,10,"38.552541, -121.694078","38.553512, -121.690851"
1681765220,1054,36,"38.553512, -121.690851","38.556275, -121.679269"
1681765220,1053,36,"38.556275, -121.679269","38.5587, -121.667568"
1681765221,1040,35,"38.5587, -121.667568","38.56034, -121.655798"
1681765221,859,29,"38.56034, -121.655798","38.561985, -121.646148"
1681765221,443,15,"38.561985, -121.646148","38.562871, -121.641182"
1681765221,1504,53,"38.562871, -121.641182","38.565902, -121.624324"
1681765222,1630,55,"38.565902, -121.624324","38.56916, -121.60605"
1681765222,1829,61,"38.514404, -121.775788","38.528722, -121.768588"
1681765222,719,28,"38.522413, -121.767228","38.526354, -121.760764"
1681765222,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1681765223,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1681765223,401,32,"38.539105, -121.736624","38.540242, -121.733348"
1681765223,311,26,"38.540071, -121.733228","38.542667, -121.73232"
1681765224,335,24,"38.551818, -121.698729","38.550892, -121.695929"
1681765224,338,27,"38.551475, -121.694631","38.552541, -121.694078"
1681765224,400,24,"38.551346, -121.694255","38.553512, -121.690851"
1681765224,306,23,"38.561985, -121.646148","38.561633, -121.643027"
