,l1,l2,l3,l4,l5,l6,l7,l8,l9,l10,l11,l12,l13,l14,l15,l16,l17,l18,l19,l20,l21,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11
10,73.6059780952381,66.59198307692309,12.41627370786517,12.156485409836066,10.154199550561799,11.754900392156863,17.57014690909091,38.02798,15.432054430379749,52.90166877192983,62.73157826086957,59.40318444444445,51.32534555555556,35.43783894736843,49.11947416666667,49.072871250000006,56.74189268292684,58.22822606060607,58.292024705882355,60.07781714285715,63.9686350877193,68.18938766666668,59.568883703703705,59.817432592592596,44.626953,16.61135074074074,27.827533600000002,28.82211153846154,19.89699263157895,30.854344827586207,36.02650736842105,24.073735238095242
11,73.6059780952381,70.19154972972973,27.626209,14.124678285714285,9.717459784946236,10.33620551724138,15.841935737704919,31.373083500000003,16.700442465753426,38.6589117948718,20.611804285714285,32.40173696969697,18.4771244,20.403604242424244,29.844743797468357,47.1099564,61.221515789473685,60.047858125000005,61.93527625,58.006168275862066,62.865727586206894,68.18938766666668,59.568883703703705,59.817432592592596,42.50186,15.73706912280702,28.98701416666667,22.040438235294122,13.035960689655173,25.565028571428574,34.225182000000004,26.607812631578952
12,73.6059780952381,70.19154972972973,50.22947090909091,18.08647829268293,8.94776,8.212327671232877,11.368918588235294,15.885105569620254,12.969492553191492,14.09063140186916,15.029440625000001,16.200868484848485,14.213172615384616,20.403604242424244,28.406442891566268,42.82723309090909,56.74189268292684,58.22822606060607,58.292024705882355,61.17014109090909,66.29476727272728,69.34514,59.568883703703705,62.118103076923084,42.50186,17.9402588,24.846012142857145,24.173383870967744,14.00158740740741,21.823804878048783,34.225182000000004,26.607812631578952
13,73.6059780952381,72.141315,31.12812281690141,14.54011,4.858729892473118,5.499999266055046,7.433523692307693,12.183721747572816,11.184700000000001,13.225417192982457,11.013941221374047,14.256764266666668,10.742514186046511,19.80349823529412,23.34390851485149,41.32452315789474,56.74189268292684,56.51563117647059,55.05357888888889,60.07781714285715,66.29476727272728,69.34514,61.85999461538462,62.118103076923084,37.189127500000005,14.950215666666669,25.76623481481482,20.815969444444445,13.747013090909093,14.912933333333335,34.225182000000004,26.607812631578952
14,73.6059780952381,70.19154972972973,65.00284470588235,15.448866875,5.0770997752808995,4.541666060606061,6.275052467532468,12.066570576923077,9.992887704918035,9.758560258899678,11.228220233463036,11.75008043956044,11.405632345679015,20.403604242424244,24.818260631578948,40.612031379310345,54.102734883720935,54.90089885714286,52.156022105263155,57.02301288135593,62.865727586206894,68.18938766666668,59.568883703703705,67.29461166666667,38.80604608695653,14.705130163934427,21.740260625,22.708330303030305,18.44111512195122,12.091567567567568,34.225182000000004,28.086024444444448
15,70.26025181818183,72.141315,44.201934400000006,9.630462467532467,4.587430253807106,5.037814453781513,8.330673103448277,18.187294782608696,7.765173885350319,12.941609957081544,13.116602727272728,15.95906447761194,13.389220579710146,21.71996580645161,28.75286292682927,42.82723309090909,54.102734883720935,54.90089885714286,52.156022105263155,59.023820350877195,65.11093214285715,68.18938766666668,57.44142357142857,64.60282720000001,38.80604608695653,11.649518701298701,25.76623481481482,23.417965625,14.00158740740741,13.765784615384618,36.02650736842105,29.73814352941177
16,73.6059780952381,70.19154972972973,45.10401469387755,9.386653291139242,5.906691241830066,6.812499090909092,10.066230000000001,15.119558313253012,10.075473553719009,13.582860900900902,16.21153146067416,14.256764266666668,16.79738581818182,29.274736521739133,35.72325393939394,48.07138408163265,56.74189268292684,56.51563117647059,55.05357888888889,57.02301288135593,59.77397049180329,69.34514,61.85999461538462,59.817432592592596,40.56995727272728,14.015827187500001,24.846012142857145,25.840513793103447,19.386813333333333,16.88256603773585,34.225182000000004,24.073735238095242
17,73.6059780952381,72.141315,76.21023172413794,21.810165,6.501609784172663,7.493749000000001,10.737312000000001,20.240699032258068,13.251438043478261,19.969504105960265,21.375204444444446,19.801061481481483,20.08383086956522,23.21789448275862,33.681925142857146,42.82723309090909,52.873127272727274,53.37587388888889,49.548221,54.263834838709684,59.77397049180329,69.34514,59.568883703703705,57.68109571428572,42.50186,14.467950645161292,26.757243846153848,26.763389285714286,13.747013090909093,16.268654545454545,34.225182000000004,24.073735238095242
18,73.6059780952381,74.20249542857144,58.16044,20.888608732394367,10.154199550561799,7.401233580246914,11.107564137931035,22.409345357142858,13.397058241758243,17.633889590643278,30.69843191489362,22.75015574468085,19.656515319148937,24.047105000000002,33.681925142857146,43.62033,47.47791020408163,36.95252807692308,34.17118689655173,42.58680708860759,42.89661411764706,68.18938766666668,59.568883703703705,62.118103076923084,42.50186,13.591105151515153,25.76623481481482,29.974996000000004,13.747013090909093,8.687145631067962,32.59541142857143,17.432704827586207
19,73.6059780952381,72.141315,73.66989066666666,49.43637400000001,12.049650133333333,8.94776,11.107564137931035,17.927476285714288,16.041214473684214,17.230829257142858,21.375204444444446,20.965829803921572,20.530138222222224,21.71996580645161,22.03490429906542,19.794099327731097,16.73681726618705,20.66162860215054,26.078011052631577,32.66366757281554,51.35510140845071,69.34514,59.568883703703705,64.60282720000001,44.626953,16.018088214285715,25.76623481481482,31.22395416666667,14.265768301886792,5.263388235294118,27.380145600000002,16.851614666666666
20,73.6059780952381,72.141315,76.21023172413794,74.154561,13.290055294117648,9.991665333333334,11.368918588235294,22.016198947368423,17.416175714285714,20.512891972789117,9.781873220338984,18.123005423728813,10.998288333333335,17.718919473684213,17.727329022556393,21.810165,22.586578640776704,21.590241123595508,24.169863902439026,36.970964395604405,58.80987419354839,69.34514,55.460684827586206,67.29461166666667,46.97574,16.309326181818182,26.757243846153848,24.173383870967744,18.002040952380952,6.882892307692309,25.35198666666667,16.851614666666666
21,73.6059780952381,72.141315,76.21023172413794,74.154561,33.47125037037038,8.94776,8.403113739130436,9.579567480916031,21.770219642857146,16.94042202247191,15.514261290322581,17.246085806451614,14.664384444444446,24.937738518518522,23.34390851485149,34.137649565217394,28.721204938271608,27.84828202898551,30.967638125,45.46429405405405,56.972065625000006,69.34514,57.44142357142857,67.29461166666667,46.97574,18.306386530612247,23.189611333333335,19.72039210526316,16.43664608695652,12.091567567567568,31.11380181818182,16.851614666666666
22,73.6059780952381,72.141315,73.66989066666666,74.154561,41.07835272727273,59.94999200000001,13.237781917808219,23.67779886792453,27.09182888888889,21.08667916083916,41.22360857142857,26.079446829268292,17.431249433962265,37.40660777777778,28.068270952380953,39.258297000000006,35.79104,33.12985275862069,34.17118689655173,49.475849411764706,59.77397049180329,69.34514,57.44142357142857,67.29461166666667,46.97574,19.933620888888893,23.189611333333335,22.708330303030305,18.902143,21.304190476190477,31.11380181818182,17.432704827586207
23,73.6059780952381,72.141315,76.21023172413794,74.154561,75.31031333333333,85.64284571428571,74.33523692307693,33.916847027027025,58.053919047619054,19.969504105960265,18.6171135483871,21.821577959183678,21.485028372093023,37.40660777777778,30.619931948051953,33.64996885714286,29.448324050632916,26.687936944444445,29.146012352941177,47.38532056338028,59.77397049180329,69.34514,53.61199533333333,67.29461166666667,49.58550333333334,24.243592972972976,23.989253103448277,26.763389285714286,20.43474918918919,22.94297435897436,32.59541142857143,15.79838875
24,73.6059780952381,72.141315,76.21023172413794,70.62339142857144,64.55169714285715,29.974996000000004,48.317904000000006,43.27321862068966,64.16485789473685,30.458536565656566,24.45468305084746,24.301302727272727,23.688621025641027,26.9327576,31.022825789473686,31.4066376,30.610757894736842,30.023929062500002,30.02922484848485,48.75880811594203,60.77020333333334,69.34514,53.61199533333333,67.29461166666667,46.97574,32.03617642857143,26.757243846153848,24.979163333333332,19.386813333333333,8.362392523364486,29.76102782608696,17.432704827586207
25,73.6059780952381,72.141315,76.21023172413794,70.62339142857144,75.31031333333333,85.64284571428571,80.52984000000001,59.758254285714294,67.72957222222223,50.256585333333334,33.16842068965517,34.49217161290323,21.99657666666667,33.665947,35.72325393939394,50.11697489361703,47.47791020408163,42.70069911111111,41.29018416666667,48.75880811594203,61.80020677966102,69.34514,53.61199533333333,67.29461166666667,49.58550333333334,28.935901290322583,27.827533600000002,28.82211153846154,16.43664608695652,17.89552,32.59541142857143,20.2219376
26,73.6059780952381,72.141315,73.66989066666666,70.62339142857144,75.31031333333333,74.93749000000001,80.52984000000001,78.43270875,67.72957222222223,75.38487800000001,75.93822631578948,76.37552285714287,46.192811,48.094210000000004,46.230093333333336,53.53404136363637,56.74189268292684,54.90089885714286,55.05357888888889,53.402504126984134,54.4210776119403,69.34514,51.882576129032266,67.29461166666667,46.97574,28.031654375000002,28.98701416666667,32.58151739130435,19.386813333333333,18.64116666666667,34.225182000000004,24.073735238095242
27,73.6059780952381,72.141315,73.66989066666666,74.154561,75.31031333333333,85.64284571428571,80.52984000000001,73.81902000000001,71.71366470588237,71.79512190476191,73.99109230769233,76.37552285714287,65.98973000000001,61.21081272727273,69.34514,65.43049500000001,61.221515789473685,64.05104866666667,58.292024705882355,56.07262933333334,56.972065625000006,69.34514,53.61199533333333,67.29461166666667,49.58550333333334,28.935901290322583,27.827533600000002,31.22395416666667,21.602449142857143,31.95628571428572,32.59541142857143,28.086024444444448
28,73.6059780952381,72.141315,73.66989066666666,70.62339142857144,75.31031333333333,74.93749000000001,74.33523692307693,69.71796333333334,71.71366470588237,70.12546790697675,67.10820000000001,71.28382133333334,71.06586307692308,67.331894,67.36385028571429,67.29993771428572,68.42404705882353,71.16783185185186,66.06429466666667,64.6991876923077,56.972065625000006,70.54074586206897,50.261245625,67.29461166666667,49.58550333333334,28.935901290322583,27.827533600000002,32.58151739130435,29.08022,37.28233333333334,34.225182000000004,31.5967775
29,73.6059780952381,72.141315,73.66989066666666,70.62339142857144,75.31031333333333,74.93749000000001,74.33523692307693,73.81902000000001,71.71366470588237,73.54622243902439,75.93822631578948,76.37552285714287,76.98801833333333,67.331894,73.67921125000001,75.9838006451613,75.04572903225807,71.16783185185186,70.78317285714286,68.6603624489796,66.29476727272728,69.34514,51.882576129032266,67.29461166666667,49.58550333333334,28.031654375000002,28.98701416666667,34.062495454545456,27.00306142857143,37.28233333333334,34.225182000000004,33.70322933333333
30,73.6059780952381,72.141315,76.21023172413794,74.154561,75.31031333333333,74.93749000000001,74.33523692307693,73.81902000000001,71.71366470588237,73.54622243902439,70.38177073170732,71.28382133333334,76.98801833333333,74.81321555555556,73.67921125000001,73.609306875,70.49750303030304,68.62612357142858,66.06429466666667,67.2871552,70.1194653846154,68.18938766666668,50.261245625,67.29461166666667,46.97574,29.900431333333337,30.247319130434786,32.58151739130435,32.87329217391304,37.28233333333334,42.7814775,31.5967775
31,73.6059780952381,72.141315,73.66989066666666,64.48222695652174,53.16022117647059,26.06521391304348,27.61023085714286,35.854952571428576,60.956615000000006,38.6589117948718,42.43606764705882,41.125281538461536,35.53293153846154,30.605406363636366,40.65059931034483,52.344396,58.16044,58.22822606060607,58.292024705882355,59.023820350877195,61.80020677966102,69.34514,55.460684827586206,67.29461166666667,42.50186,32.03617642857143,26.757243846153848,29.974996000000004,22.911688484848487,27.961750000000002,36.02650736842105,25.277422000000005
32,73.6059780952381,72.141315,76.21023172413794,67.41323727272727,60.24825066666667,66.61110222222223,40.264920000000004,39.216354375,76.19576875,35.47523670588236,37.476007792207795,34.49217161290323,30.795207333333337,24.937738518518522,41.363767719298245,53.53404136363637,55.39089523809525,53.37587388888889,55.05357888888889,60.07781714285715,60.77020333333334,69.34514,57.44142357142857,67.29461166666667,42.50186,33.22270148148148,26.757243846153848,29.974996000000004,21.602449142857143,24.85488888888889,36.02650736842105,21.064518333333332
33,73.6059780952381,72.141315,76.21023172413794,67.41323727272727,43.034464761904765,31.552627368421053,25.430475789473686,27.280942173913044,55.415104545454554,31.741001263157898,40.07850833333334,33.414291250000005,29.8018135483871,21.71996580645161,41.363767719298245,54.77901906976744,61.221515789473685,60.047858125000005,61.93527625,61.17014109090909,63.9686350877193,68.18938766666668,55.460684827586206,67.29461166666667,42.50186,32.03617642857143,25.76623481481482,31.22395416666667,17.183766363636366,22.94297435897436,36.02650736842105,21.98036695652174
34,73.6059780952381,72.141315,71.29344258064516,59.3236488,37.65515666666666,22.203700740740743,18.583809230769234,29.879127142857147,58.053919047619054,36.773111219512195,42.43606764705882,33.414291250000005,28.870506875,22.44396466666667,40.65059931034483,52.344396,61.221515789473685,60.047858125000005,58.292024705882355,55.153405901639346,56.972065625000006,69.34514,55.460684827586206,67.29461166666667,42.50186,29.900431333333337,26.757243846153848,29.974996000000004,20.43474918918919,23.546736842105265,36.02650736842105,24.073735238095242
35,73.6059780952381,72.141315,73.66989066666666,59.3236488,36.148950400000004,20.67241103448276,18.948197647058826,30.607886341463416,53.005752173913045,30.1539512,31.365789130434784,23.761273777777777,23.688621025641027,21.041216875,38.65138950819672,53.53404136363637,59.65173333333334,60.047858125000005,61.93527625,60.07781714285715,62.865727586206894,69.34514,55.460684827586206,67.29461166666667,42.50186,28.935901290322583,25.76623481481482,31.22395416666667,16.801904888888888,22.94297435897436,34.225182000000004,25.277422000000005
36,73.6059780952381,72.141315,71.29344258064516,59.3236488,31.162888275862073,13.322220444444445,13.610677183098593,25.610680408163265,43.54043928571429,30.1539512,34.76689879518072,28.138350526315794,25.66267277777778,21.71996580645161,37.42436126984128,51.20647434782609,52.873127272727274,46.86662097560976,39.6385768,44.2678652631579,59.77397049180329,69.34514,57.44142357142857,67.29461166666667,37.189127500000005,28.935901290322583,23.989253103448277,29.974996000000004,15.1217144,27.114424242424246,34.225182000000004,21.98036695652174
37,73.6059780952381,72.141315,76.21023172413794,54.929304444444455,36.148950400000004,19.338707096774193,18.233171320754717,27.887185333333335,46.88970384615384,28.99418384615385,35.19088536585366,27.416854358974362,24.969087027027026,20.403604242424244,34.67257,42.82723309090909,38.773626666666665,32.02552433333334,35.39158642857143,46.72719111111112,49.273137837837844,69.34514,57.44142357142857,62.118103076923084,37.189127500000005,25.628941142857144,23.989253103448277,28.82211153846154,18.44111512195122,27.114424242424246,32.59541142857143,21.98036695652174
38,73.6059780952381,72.141315,71.29344258064516,25.57053827586207,12.379777534246577,9.223075692307692,12.715237894736843,24.606340000000003,22.166041818181817,28.447123773584906,31.028522580645163,34.49217161290323,20.996732272727275,17.718919473684213,28.406442891566268,34.137649565217394,40.11064827586207,27.45044942857143,30.967638125,36.17588989247312,58.80987419354839,69.34514,57.44142357142857,67.29461166666667,35.70156240000001,24.917026111111113,22.441559354838713,26.763389285714286,13.035960689655173,25.565028571428574,32.59541142857143,21.064518333333332
39,73.6059780952381,72.141315,73.66989066666666,44.94215818181818,19.646168695652175,12.755317446808512,16.105968,23.239321111111114,31.259802564102568,15.463564717948719,31.365789130434784,20.562640769230768,19.656515319148937,21.041216875,35.72325393939394,43.62033,51.698168888888894,35.58391592592593,28.313269142857145,41.535280987654325,44.46600243902439,69.34514,57.44142357142857,67.29461166666667,35.70156240000001,24.917026111111113,20.461421764705882,29.974996000000004,19.386813333333333,20.808744186046514,31.11380181818182,18.05530142857143
40,73.6059780952381,72.141315,69.0655225,57.041970000000006,16.137924285714288,10.517542456140353,14.005189565217393,32.17752153846154,30.478307500000003,27.66417541284404,28.856526000000002,20.965829803921572,18.854208571428572,17.264588205128206,25.62755173913044,38.61471836065574,42.298501818181826,29.114113030303034,29.146012352941177,43.13279179487179,56.972065625000006,69.34514,57.44142357142857,67.29461166666667,35.70156240000001,24.917026111111113,21.08146484848485,26.763389285714286,13.264661754385966,24.183135135135135,29.76102782608696,21.064518333333332
41,73.6059780952381,74.20249542857144,78.93202571428571,59.3236488,41.07835272727273,17.632350588235298,13.610677183098593,24.133141153846154,29.026959523809527,19.08477924050633,22.027882442748094,15.496482898550726,17.431249433962265,18.19780918918919,27.41552046511628,35.689360909090915,43.89467169811321,35.58391592592593,34.17118689655173,39.12043906976744,52.088745714285714,69.34514,59.568883703703705,67.29461166666667,37.189127500000005,28.031654375000002,21.740260625,27.754625925925925,18.002040952380952,17.207230769230772,29.76102782608696,16.308014193548388
42,73.6059780952381,72.141315,76.21023172413794,57.041970000000006,36.148950400000004,16.20270054054054,13.058892972972973,20.240699032258068,32.94952162162162,25.994785517241382,22.721674015748032,17.246085806451614,17.76646576923077,18.19780918918919,23.5773476,28.04164071428572,39.43080677966102,32.02552433333334,27.526789444444447,41.028753170731704,56.09557230769231,69.34514,59.568883703703705,67.29461166666667,37.189127500000005,29.900431333333337,23.189611333333335,31.22395416666667,14.265768301886792,24.85488888888889,26.327063076923082,20.2219376
43,73.6059780952381,72.141315,76.21023172413794,59.3236488,45.186188,24.979163333333332,17.89552,25.610680408163265,40.63774333333334,16.752195111111114,17.176503571428572,16.707145625000003,18.4771244,20.403604242424244,31.022825789473686,34.137649565217394,30.213215584415586,30.500499365079367,30.02922484848485,46.72719111111112,57.876384126984135,69.34514,59.568883703703705,67.29461166666667,37.189127500000005,28.031654375000002,22.441559354838713,26.763389285714286,18.44111512195122,20.335818181818183,26.327063076923082,18.7240162962963
44,73.6059780952381,72.141315,78.93202571428571,61.7954675,34.75860615384616,18.734372500000003,15.339017142857143,20.572513770491803,39.32684838709678,24.123160960000003,22.369400000000002,19.801061481481483,17.108448518518518,15.302703181818183,29.471684500000002,33.64996885714286,32.766445070422535,29.56202246153846,30.02922484848485,44.85810346666667,58.80987419354839,69.34514,59.568883703703705,67.29461166666667,35.70156240000001,30.931480689655174,23.989253103448277,25.840513793103447,15.751785833333335,17.207230769230772,28.520985000000003,19.44417076923077
45,73.6059780952381,72.141315,73.66989066666666,59.3236488,53.16022117647059,26.06521391304348,16.378950508474578,21.63660931034483,43.54043928571429,28.18126280373832,24.663697435897436,21.385146400000004,14.90090677419355,17.718919473684213,29.844743797468357,42.06246107142857,34.72265074626866,29.114113030303034,30.02922484848485,40.5344308433735,58.80987419354839,69.34514,59.568883703703705,67.29461166666667,37.189127500000005,28.031654375000002,22.441559354838713,22.708330303030305,15.430320816326532,19.037787234042554,28.520985000000003,18.05530142857143
46,73.6059780952381,72.141315,76.21023172413794,67.41323727272727,75.31031333333333,74.93749000000001,22.473443720930234,20.915389,53.005752173913045,16.12510759358289,27.223137735849058,19.441042181818183,15.65858,21.041216875,27.738056000000004,37.38885428571429,33.716197101449275,29.114113030303034,31.966594193548392,46.72719111111112,57.876384126984135,69.34514,59.568883703703705,67.29461166666667,35.70156240000001,30.931480689655174,23.189611333333335,28.82211153846154,14.265768301886792,17.207230769230772,28.520985000000003,18.7240162962963
47,73.6059780952381,70.19154972972973,73.66989066666666,70.62339142857144,69.51721230769232,66.61110222222223,64.423872,24.133141153846154,55.415104545454554,15.152739296482412,15.942832044198896,17.528808524590165,20.996732272727275,23.21789448275862,32.74631611111111,39.923691864406784,33.23453714285715,30.500499365079367,30.967638125,44.2678652631579,54.4210776119403,69.34514,59.568883703703705,67.29461166666667,35.70156240000001,30.931480689655174,23.989253103448277,29.974996000000004,18.902143,18.260734693877552,29.76102782608696,20.2219376
48,73.6059780952381,72.141315,78.93202571428571,70.62339142857144,50.206875555555555,49.958326666666665,50.86095157894737,40.481398064516135,45.15304814814815,25.994785517241382,33.554100000000005,26.079446829268292,23.688621025641027,28.054955833333334,25.35198666666667,30.993392368421052,34.72265074626866,37.677087450980395,33.032147333333334,48.06225371428572,52.84365507246377,69.34514,57.44142357142857,67.29461166666667,40.56995727272728,32.03617642857143,23.189611333333335,27.754625925925925,17.583388837209302,17.89552,31.11380181818182,21.064518333333332
49,73.6059780952381,72.141315,76.21023172413794,70.62339142857144,69.51721230769232,21.410711428571428,69.02557714285714,52.288472500000005,64.16485789473685,26.923170714285718,31.365789130434784,26.731433,28.870506875,20.403604242424244,33.20753183098592,42.06246107142857,52.873127272727274,40.88364808510639,38.11401615384616,37.80177258426966,35.0597326923077,69.34514,57.44142357142857,67.29461166666667,40.56995727272728,28.935901290322583,23.189611333333335,28.82211153846154,19.89699263157895,22.94297435897436,32.59541142857143,20.2219376
50,73.6059780952381,74.20249542857144,78.93202571428571,70.62339142857144,75.31031333333333,66.61110222222223,56.84459294117647,52.288472500000005,81.27548666666668,29.855397227722772,36.0706575,28.138350526315794,41.99346454545455,24.937738518518522,35.72325393939394,30.993392368421052,20.229718260869564,30.500499365079367,43.08540956521739,48.06225371428572,62.865727586206894,69.34514,57.44142357142857,67.29461166666667,42.50186,32.03617642857143,22.441559354838713,29.974996000000004,24.38986193548387,23.546736842105265,31.11380181818182,21.064518333333332
51,73.6059780952381,74.20249542857144,76.21023172413794,70.62339142857144,75.31031333333333,74.93749000000001,43.92536727272728,48.26628230769231,81.27548666666668,36.33006168674699,22.369400000000002,26.731433,40.16766173913044,21.71996580645161,39.295579333333336,40.612031379310345,40.11064827586207,42.70069911111111,43.08540956521739,54.263834838709684,59.77397049180329,69.34514,55.460684827586206,67.29461166666667,44.626953,33.22270148148148,23.189611333333335,27.754625925925925,18.44111512195122,27.114424242424246,31.11380181818182,21.98036695652174
52,73.6059780952381,74.20249542857144,78.93202571428571,74.154561,56.482735000000005,66.61110222222223,60.397380000000005,40.481398064516135,71.71366470588237,23.19534707692308,34.353007142857145,27.416854358974362,54.34448352941177,26.9327576,58.943369000000004,58.887445500000005,64.62271111111112,50.566617368421056,49.548221,54.263834838709684,60.77020333333334,69.34514,55.460684827586206,67.29461166666667,44.626953,29.900431333333337,24.846012142857145,29.974996000000004,21.602449142857143,33.13985185185185,34.225182000000004,25.277422000000005
53,73.6059780952381,74.20249542857144,78.93202571428571,70.62339142857144,75.31031333333333,85.64284571428571,80.52984000000001,33.916847027027025,76.19576875,26.450834385964914,37.476007792207795,28.89884648648649,57.74101375,28.054955833333334,63.72256108108109,51.20647434782609,66.4690742857143,64.05104866666667,66.06429466666667,60.07781714285715,67.52244814814816,69.34514,55.460684827586206,67.29461166666667,44.626953,35.8805176,26.757243846153848,29.974996000000004,19.386813333333333,27.961750000000002,36.02650736842105,26.607812631578952
54,73.6059780952381,74.20249542857144,78.93202571428571,70.62339142857144,69.51721230769232,85.64284571428571,60.397380000000005,43.27321862068966,64.16485789473685,25.994785517241382,37.96911315789474,26.079446829268292,57.74101375,29.274736521739133,60.45473743589744,63.66210324324325,64.62271111111112,60.047858125000005,61.93527625,64.6991876923077,66.29476727272728,69.34514,55.460684827586206,67.29461166666667,46.97574,34.5004976923077,24.846012142857145,31.22395416666667,24.38986193548387,34.414461538461545,34.225182000000004,25.277422000000005
