1680642016,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1680642017,1161,36,"38.514404, -121.775788","38.522413, -121.767228"
1680642017,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1680642017,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1680642018,404,12,"38.529956, -121.751388","38.531332, -121.747098"
1680642018,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1680642018,432,13,"38.532683, -121.744549","38.535402, -121.741005"
1680642019,561,18,"38.535402, -121.741005","38.539105, -121.736624"
1680642019,545,17,"38.539105, -121.736624","38.542667, -121.73232"
1680642019,1348,44,"38.542667, -121.73232","38.54744, -121.718258"
1680642019,1290,43,"38.54744, -121.718258","38.550683, -121.70403"
1680642020,478,15,"38.550683, -121.70403","38.551818, -121.698729"
1680642020,413,14,"38.551818, -121.698729","38.552541, -121.694078"
1680642021,301,11,"38.552541, -121.694078","38.553512, -121.690851"
1680642021,1054,36,"38.553512, -121.690851","38.556275, -121.679269"
1680642021,1053,36,"38.556275, -121.679269","38.5587, -121.667568"
1680642022,1040,36,"38.5587, -121.667568","38.56034, -121.655798"
1680642022,859,30,"38.56034, -121.655798","38.561985, -121.646148"
1680642022,443,16,"38.561985, -121.646148","38.562871, -121.641182"
1680642022,1504,53,"38.562871, -121.641182","38.565902, -121.624324"
1680642023,1630,56,"38.565902, -121.624324","38.56916, -121.60605"
1680642023,1829,61,"38.514404, -121.775788","38.528722, -121.768588"
1680642023,719,29,"38.522413, -121.767228","38.526354, -121.760764"
1680642024,722,24,"38.524849, -121.765423","38.528088, -121.758611"
1680642024,399,18,"38.528611, -121.755568","38.529956, -121.751388"
1680642024,401,32,"38.539105, -121.736624","38.540242, -121.733348"
1680642024,311,28,"38.540071, -121.733228","38.542667, -121.73232"
1680642025,335,23,"38.551818, -121.698729","38.550892, -121.695929"
1680642025,338,25,"38.551475, -121.694631","38.552541, -121.694078"
1680642025,400,24,"38.551346, -121.694255","38.553512, -121.690851"
1680642025,306,22,"38.561985, -121.646148","38.561633, -121.643027"
1680642026,226,17,"38.561638, -121.642969","38.562871, -121.641182"
1680642616,691,21,"38.509635, -121.780871","38.514404, -121.775788"
1680642617,1161,37,"38.514404, -121.775788","38.522413, -121.767228"
1680642617,988,30,"38.522413, -121.767228","38.528088, -121.758611"
1680642617,663,21,"38.528088, -121.758611","38.529956, -121.751388"
1680642618,404,13,"38.529956, -121.751388","38.531332, -121.747098"
1680642618,268,8,"38.531332, -121.747098","38.532683, -121.744549"
1680642618,432,14,"38.532683, -121.744549","38.535402, -121.741005"
1680642618,561,19,"38.535402, -121.741005","38.539105, -121.736624"
1680642619,545,18,"38.539105, -121.736624","38.542667, -121.73232"
1680642619,1348,44,"38.542667, -121.73232","38.54744, -121.718258"
1680642619,1290,42,"38.54744, -121.718258","38.550683, -121.70403"
1680642619,478,16,"38.550683, -121.70403","38.551818, -121.698729"
1680642620,413,13,"38.551818, -121.698729","38.552541, -121.694078"
1680642620,301,11,"38.552541, -121.694078","38.553512, -121.690851"
1680642620,1054,35,"38.553512, -121.690851","38.556275, -121.679269"
1680642620,1053,35,"38.556275, -121.679269","38.5587, -121.667568"
1680642621,1040,35,"38.5587, -121.667568","38.56034, -121.655798"
1680642621,859,30,"38.56034, -121.655798","38.561985, -121.646148"
